r,k,l,attack_beats_colonize,colonize_beats_defend,defend_beats_attack,min_margin,cycle_holds
2.0000,1.0000,0.2000,1.000000,0.084423,-0.958532,-0.958532,0
2.0000,1.0000,0.2500,1.000000,0.084418,-0.517949,-0.517949,0
2.0000,1.0000,0.3000,1.000000,0.084414,0.299822,0.084414,1
2.0000,1.0000,0.3500,1.000000,0.084410,0.147715,0.084410,1
2.0000,1.0000,0.4000,1.000000,0.084407,-0.349979,-0.349979,0
2.0000,1.0000,0.4500,1.000000,0.084404,0.099909,0.084404,1
2.0000,1.2500,0.0000,1.000000,0.084436,-0.227276,-0.227276,0
2.0000,1.2500,0.0500,1.000000,0.084430,-0.141767,-0.141767,0
2.0000,1.2500,0.1000,1.000000,0.084424,-0.187108,-0.187108,0
2.0000,1.2500,0.1500,1.000000,0.084419,0.338938,0.084419,1
2.0000,1.2500,0.2000,1.000000,0.084415,0.206507,0.084415,1
2.0000,1.2500,0.2500,1.000000,0.084412,0.294057,0.084412,1
2.0000,1.2500,0.3000,1.000000,0.084409,0.260467,0.084409,1
2.0000,1.2500,0.3500,1.000000,0.084406,0.266930,0.084406,1
2.0000,1.2500,0.4000,1.000000,0.084403,0.157632,0.084403,1
2.0000,1.2500,0.4500,0.438050,0.084401,0.107768,0.084401,1
2.0000,1.5000,0.0000,1.000000,0.084426,-0.123353,-0.123353,0
2.0000,1.5000,0.0500,1.000000,0.084421,0.344951,0.084421,1
2.0000,1.5000,0.1000,1.000000,0.084417,0.329881,0.084417,1
2.0000,1.5000,0.1500,1.000000,0.084414,0.266349,0.084414,1
2.0000,1.5000,0.2000,1.000000,0.084411,0.312965,0.084411,1
2.0000,1.5000,0.2500,1.000000,0.084408,0.180107,0.084408,1
2.0000,1.5000,0.3000,1.000000,0.084405,0.149902,0.084405,1
2.0000,1.5000,0.3500,0.741652,0.084403,0.184878,0.084403,1
2.0000,1.5000,0.4000,0.433736,0.084401,0.190323,0.084401,1
2.0000,1.5000,0.4500,-0.057193,0.084399,0.113936,-0.057193,0
2.0000,1.7500,0.0000,1.000000,0.084419,0.320260,0.084419,1
2.0000,1.7500,0.0500,1.000000,0.084416,0.266011,0.084416,1
2.0000,1.7500,0.1000,1.000000,0.084413,0.211240,0.084413,1
2.0000,1.7500,0.1500,1.000000,0.084410,0.221031,0.084410,1
2.0000,1.7500,0.2000,1.000000,0.084407,0.315305,0.084407,1
2.0000,1.7500,0.2500,0.774722,0.084405,0.112432,0.084405,1
2.0000,1.7500,0.3000,0.433643,0.084403,0.082682,0.082682,1
2.0000,1.7500,0.3500,0.133934,0.084401,0.206763,0.084401,1
2.0000,1.7500,0.4000,-0.100952,0.084399,0.079273,-0.100952,0
2.0000,1.7500,0.4500,-0.450213,0.084398,0.072097,-0.450213,0
2.0000,2.0000,0.0000,1.000000,0.084415,0.332759,0.084415,1
2.0000,2.0000,0.0500,1.000000,0.084412,0.224341,0.084412,1
2.0000,2.0000,0.1000,1.000000,0.084410,0.293781,0.084410,1
2.0000,2.0000,0.1500,0.793394,0.084407,0.232238,0.084407,1
2.0000,2.0000,0.2000,0.436832,0.084405,0.235000,0.084405,1
2.0000,2.0000,0.2500,0.203161,0.084403,0.209792,0.084403,1
2.0000,2.0000,0.3000,-0.042563,0.084401,0.073930,-0.042563,0
2.0000,2.0000,0.3500,-0.371618,0.084400,0.069411,-0.371618,0
2.0000,2.0000,0.4000,-0.376738,0.084398,0.125478,-0.376738,0
2.0000,2.0000,0.4500,-0.371268,0.084397,0.100189,-0.371268,0
2.0000,2.2500,0.0000,1.000000,0.084412,0.198287,0.084412,1
2.0000,2.2500,0.0500,0.803920,0.084410,0.153180,0.084410,1
2.0000,2.2500,0.1000,0.327174,0.084407,0.226529,0.084407,1
2.0000,2.2500,0.1500,0.283689,0.084405,0.316923,0.084405,1
2.0000,2.2500,0.2000,0.117584,0.084403,0.185859,0.084403,1
2.0000,2.2500,0.2500,-0.168114,0.084402,0.224802,-0.168114,0
2.0000,2.2500,0.3000,-0.346342,0.084400,0.140556,-0.346342,0
2.0000,2.2500,0.3500,-0.391358,0.084399,0.107548,-0.391358,0
2.0000,2.2500,0.4000,-0.377102,0.084397,0.168415,-0.377102,0
2.0000,2.2500,0.4500,-0.416994,0.084396,0.131033,-0.416994,0
2.0000,2.5000,0.0000,0.539532,0.084410,0.305961,0.084410,1
2.0000,2.5000,0.0500,0.309385,0.084408,0.205825,0.084408,1
2.0000,2.5000,0.1000,0.102266,0.084406,0.224298,0.084406,1
2.0000,2.5000,0.1500,-0.003952,0.084404,0.180715,-0.003952,0
2.0000,2.5000,0.2000,-0.341631,0.084402,0.161089,-0.341631,0
2.0000,2.5000,0.2500,-0.320805,0.084401,0.215044,-0.320805,0
2.0000,2.5000,0.3000,-0.354467,0.084399,0.236510,-0.354467,0
2.0000,2.5000,0.3500,-0.387571,0.084398,0.155935,-0.387571,0
2.0000,2.5000,0.4000,-0.404123,0.084397,0.205049,-0.404123,0
2.0000,2.5000,0.4500,-0.429624,0.084395,0.007348,-0.429624,0
2.0000,2.7500,0.0000,0.328081,0.084408,0.169629,0.084408,1
2.0000,2.7500,0.0500,0.061673,0.084406,0.277095,0.061673,1
2.0000,2.7500,0.1000,-0.065842,0.084404,0.232388,-0.065842,0
2.0000,2.7500,0.1500,-0.341852,0.084403,0.214748,-0.341852,0
2.0000,2.7500,0.2000,-0.400345,0.084401,0.126681,-0.400345,0
2.0000,2.7500,0.2500,-0.331272,0.084400,0.170615,-0.331272,0
2.0000,2.7500,0.3000,-0.348959,0.084398,0.145066,-0.348959,0
2.0000,2.7500,0.3500,-0.378292,0.084397,0.185837,-0.378292,0
2.0000,2.7500,0.4000,-0.486665,0.084396,0.235094,-0.486665,0
2.0000,2.7500,0.4500,-0.450453,0.084395,0.047760,-0.450453,0
2.0000,3.0000,0.0000,-0.010640,0.084406,0.234590,-0.010640,0
2.0000,3.0000,0.0500,-0.179542,0.084405,0.191871,-0.179542,0
2.0000,3.0000,0.1000,-0.361459,0.084403,0.232568,-0.361459,0
2.0000,3.0000,0.1500,-0.390608,0.084402,0.155683,-0.390608,0
2.0000,3.0000,0.2000,-0.334119,0.084400,0.157872,-0.334119,0
2.0000,3.0000,0.2500,-0.371422,0.084399,0.215321,-0.371422,0
2.0000,3.0000,0.3000,-0.378616,0.084398,0.101381,-0.378616,0
2.0000,3.0000,0.3500,-0.365491,0.084397,0.102364,-0.365491,0
2.0000,3.0000,0.4000,-0.354727,0.084396,0.270972,-0.354727,0
2.0000,3.0000,0.4500,-0.307945,0.084394,0.055741,-0.307945,0
